NACA 64A223 STANDARD - PDAS/NASA TM-X-3069 6A generator, a=0.8 modified mean line, Cl_design=0.2, t/c=0.23
1.00000000 0.00000006
0.99998819 0.00007444
0.99995276 0.00029760
0.99988487 0.00048905
0.99978540 0.00066704
0.99965567 0.00085794
0.99949407 0.00102899
0.99930281 0.00122510
0.99907939 0.00139477
0.99882623 0.00158703
0.99854155 0.00176566
0.99822651 0.00195366
0.99788072 0.00214257
0.99750410 0.00233044
0.99709716 0.00252721
0.99665902 0.00271448
0.99619081 0.00291459
0.99569152 0.00310645
0.99516205 0.00330769
0.99460192 0.00350798
0.99401136 0.00371101
0.99339047 0.00391839
0.99273894 0.00412257
0.99205739 0.00433590
0.99134522 0.00454500
0.99060311 0.00476289
0.98983064 0.00497984
0.98902812 0.00520133
0.98819554 0.00542642
0.98733288 0.00565317
0.98644043 0.00588669
0.98551793 0.00612056
0.98456580 0.00636194
0.98358372 0.00660314
0.98257202 0.00684999
0.98153074 0.00710160
0.98045995 0.00735814
0.97935976 0.00762063
0.97823012 0.00788652
0.97707126 0.00815929
0.97588304 0.00843443
0.97466574 0.00871600
0.97341944 0.00900445
0.97214423 0.00929969
0.97084015 0.00960111
0.96950726 0.00990822
0.96814569 0.01022198
0.96675557 0.01054324
0.96533693 0.01087109
0.96389001 0.01120814
0.96241479 0.01155270
0.96091140 0.01190511
0.95937994 0.01226567
0.95782047 0.01263364
0.95623328 0.01301295
0.95461823 0.01339892
0.95297578 0.01379846
0.95130574 0.01420601
0.94960837 0.01462437
0.94788373 0.01505294
0.94613189 0.01549077
0.94435321 0.01594300
0.94254743 0.01640212
0.94071519 0.01687875
0.93885611 0.01736299
0.93697060 0.01786068
0.93505863 0.01836899
0.93312031 0.01888739
0.93115588 0.01941866
0.92916521 0.01995741
0.92714875 0.02051047
0.92510628 0.02107065
0.92303822 0.02164388
0.92094449 0.02222615
0.91882530 0.02281852
0.91668077 0.02342136
0.91451093 0.02403220
0.91231604 0.02465375
0.91009607 0.02528242
