curve_id,pdf_file,pdf_page,original_page,figure,configuration,flap_chord_definition,flap_deg,Re,Mach,moment_reference,coefficient,alpha_deg,value,pixel_x,pixel_y,source_class,digitizer,uncertainty_alpha_deg,uncertainty_value,notes
TM88373_Figure6a_flap_00_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,0.0,1000000.0,0.0,quarter chord,CL,-75.0,-0.55,566.6193865276664,801.8247794707297,TM88373_DIGITIZED_GRAPH,pass1_manual_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_00_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,0.0,1000000.0,0.0,quarter chord,CL,-80.0,-0.43,656.0856054530874,779.4193263833199,TM88373_DIGITIZED_GRAPH,pass1_manual_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_00_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,0.0,1000000.0,0.0,quarter chord,CL,-85.0,-0.31,745.5518243785084,757.0138732959102,TM88373_DIGITIZED_GRAPH,pass1_manual_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_00_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,0.0,1000000.0,0.0,quarter chord,CL,-90.0,-0.18,835.0180433039295,732.7412991178829,TM88373_DIGITIZED_GRAPH,pass1_manual_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_00_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,0.0,1000000.0,0.0,quarter chord,CL,-95.0,-0.05,924.4842622293504,708.4687249398556,TM88373_DIGITIZED_GRAPH,pass1_manual_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_00_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,0.0,1000000.0,0.0,quarter chord,CL,-100.0,0.07,1013.9504811547715,686.0632718524458,TM88373_DIGITIZED_GRAPH,pass1_manual_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_00_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,0.0,1000000.0,0.0,quarter chord,CL,-105.0,0.17,1103.4167000801926,667.392060946271,TM88373_DIGITIZED_GRAPH,pass1_manual_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_00_CD,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,0.0,1000000.0,0.0,quarter chord,CD,-75.0,1.58,566.6193865276664,404.12798716920605,TM88373_DIGITIZED_GRAPH,pass1_manual_graph_pick,0.75,0.04,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_00_CD,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,0.0,1000000.0,0.0,quarter chord,CD,-80.0,1.63,656.0856054530874,394.79238171611865,TM88373_DIGITIZED_GRAPH,pass1_manual_graph_pick,0.75,0.04,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_00_CD,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,0.0,1000000.0,0.0,quarter chord,CD,-85.0,1.66,745.5518243785084,389.1910184442662,TM88373_DIGITIZED_GRAPH,pass1_manual_graph_pick,0.75,0.04,No smoothing; visible scan jumps retained.
